Act_No,Title,PDF_URL,Status
P.U. (B) 402/2012,NOTICE OF PROPOSED REVOCATION OF RESERVATION OF LAND FOR PUBLIC PURPOSE FOR SECTION 72 TOWN OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 402-notis cadangan pembatalan bagi lot 381 seksyen 72 bandar kl.pdf,P.U.(B)
P.U. (B) 401/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 401.pdf,P.U.(B)
P.U. (B) 400/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 400 - penetapan di bawah perenggan 5(1)(b)-mohamad hanafe bin basri (11).pdf,P.U.(B)
P.U. (B) 399/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 399 - penetapan di bawah perenggan 5(1)(b)-mohd zukri bin sidek (10).pdf,P.U.(B)
P.U. (B) 398/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 398.pdf,P.U.(B)
P.U. (B) 397/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 397 - penetapan di bawah perenggan 5(1)(b)-muhammad yazrin bin yasin (8).pdf,P.U.(B)
P.U. (B) 396/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 396-penetapan di bawah perenggan 5(1)(b)-md fuad bin mohd sherif (7).pdf,P.U.(B)
P.U. (B) 395/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 395-penetapan di bawah perenggan 5(1)(b)-mohamad najib bin mustapha (6).pdf,P.U.(B)
P.U. (B) 394/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 394 - penetapan di bawah perenggan 5(1)(b)-muhammad farid bin girip (5).pdf,P.U.(B)
P.U. (B) 393/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 393 - penetapan di bawah perenggan 5(1)(b)-che roslan bin che daud (4).pdf,P.U.(B)
P.U. (B) 392/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 392-penetapan di bawah perenggan 5(1)(b)-mohamad nasir bin che man (3).pdf,P.U.(B)
P.U. (B) 391/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 391-penetapan di bawah perenggan 5(1)(b)-osman bin dolah (2).pdf,P.U.(B)
P.U. (B) 390/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121206_P.U. (B) 390-penetapan di bawah perenggan 5(1)(b)-ahmad hamidi bin mohamed (1).pdf,P.U.(B)
P.U. (B) 389/2012,TEMPORARY EXERCISE OF MINISTERIAL FUNCTIONS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121204_P.U. (B) 389 - DRAF PENJALANAN SEMENTARA FUNGSI-FUNGSI MENTERI-4 12 2012.pdf,P.U.(B)
P.U. (B) 388/2012,DESIGNATION OF POLICE DISTRICTS (SARAWAK),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121204_Penetapan daerah polis.pdf,P.U.(B)
P.U. (B) 386/2012,NOTICE OF CANCELLATION OF REGISTRATION OF TAKAFUL BUSINESS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121128_P.U. (B) 386-NOTIS PEMBATALAN TAKAFUL 2012.pdf,P.U.(B)
P.U. (B) 385/2012,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR  THE THIRD QUARTER OF THE YEAR 2012 THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121127_P.U. (B) 385.pdf,P.U.(B)
P.U. (B) 384/2012,TEMPORARY EXERCISE OF MINISTERIAL FUNCTIONS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121127_P.U. (B) 384-DRAF PENJALANAN SEMENTARA FUNGSI-FUNGSI MENTERI-27 11 2012.pdf,P.U.(B)
P.U. (B) 383/2012,APPOINTMENT UNDER SUBSECTION 3(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121123_P.U. (B) 383-deraf pelantikan notari awam di bawah subseksyen 3(1).pdf,P.U.(B)
P.U. (B) 382/2012,REVOCATION OF NOTICE OF INTENTION TO DESIGNATE SITE AS HERITAGE SITE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121123_P.U. (B) 382.pdf,P.U.(B)
P.U. (B) 381/2012,NOTICE OF TERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF HOT ROLLED COILS ORIGINATING OR EXPORTED FROM CHINESE TAIPEI,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121122_NOTIS TERMINATION PENYIASATAN DUTI ANTI-LAMBAKAN.pdf,P.U.(B)
P.U. (B) 380/2012,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2012 (NO. 3) THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 380.pdf,P.U.(B)
P.U. (B) 379/2012,DETERMINATION AND REVOCATION OF DETERMINATION OF LOWEST PENSION UNDER SECTION 25,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_PENETAPAN DAN PEMBATALAN PENETAPAN  PENCEN TERENDAH SEKALI DI BAWAH SEKSYEN 25.pdf,P.U.(B)
P.U. (B) 378/2012,DETERMINATION AND REVOCATION OF DETERMINATION OF LOWEST PENSION UNDER SECTION 22A,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_PENETAPAN DAN PEMBATALAN PENETAPAN PENCEN TERENDAH SEKALI DI BAWAH SEKSYEN 22A.pdf,P.U.(B)
P.U. (B) 377/2012,APPOINTMENT OF PLACE OF REFUGEE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 377- Penetapan tempat perlindungan - Tuaran (6).pdf,P.U.(B)
P.U. (B) 376/2012,APPOINTMENT OF APPROVED SCHOOL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 376- Penetapan sekolah diluluskan - Tunas Bakti Perempuan Kuching (5) (2).pdf,P.U.(B)
P.U. (B) 375/2012,REVOCATION OF APPOINTMENT OF PLACE OF SAFETY,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 375_2012.pdf,P.U.(B)
P.U. (B) 374/2012,APPOINTMENT OF PLACE OF DETENTION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 374  PENETAPAN TEMPAT TAHANAN - Tunas Bakti Sarawak (3).pdf,P.U.(B)
P.U. (B) 373/2012,REVOCATION OF APPOINTMENT OF PLACE OF DETENTION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 373  Pembatalan penetapan tempat tahanan - asrama akhlak Kuching (2).pdf,P.U.(B)
P.U. (B) 372/2012,REVOCATION OF APPOINTMENT OF PROBATION HOSTEL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 372 Pembatalan penetapan asrama akhlak - asrama akhlak Kuching (1).pdf,P.U.(B)
P.U. (B) 371/2012,NOTICE OF EXTENSION OF TIME PERIOD FOR MAKING PRELIMINARY DETERMINATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121120_P.U. (B) 371-NOTIS PELANJUTAN PENENTUAN AWAL.pdf,P.U.(B)
P.U. (B) 370/2012,APPOINTMENT AND REVOCATION OF APPOINTMENT OF MEMBER OF THE NATIONAL WAGES CONSULTATIVE COUNCIL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121114_DRAF.pdf,P.U.(B)
P.U. (B) 369/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121112_P.U. (B) 369.pdf,P.U.(B)
P.U. (B) 368/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121112_P.U. (B) 368.pdf,P.U.(B)
P.U. (B) 367/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121112_P.U. (B) 367.pdf,P.U.(B)
P.U. (B) 366/2012,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121112_P.U. (B) 366.pdf,P.U.(B)
P.U. (B) 365/2012,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121106_P. U. (B) 365 - notis kepada pihak ketiga-mohd riezwan  basri.pdf,P.U.(B)
P.U. (B) 364/2012,NOTICE OF EXEMPTION UNDER SUBSECTION 96(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121105_NOTIS PENGECUALIAN DI BAWAH SUBSEKSYEN 96(1).pdf,P.U.(B)
P.U. (B) 363/2012,NOTICE UNDER SUBSECTION 70(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121102_P.U. (B) 363-NOTIS DI BAWAH SUBSEKSYEN 70(2)-2 NOVEMBER 2012.pdf,P.U.(B)
P.U. (B) 362/2012,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121102_P.U. (B) 362-Notis Pihak Ketiga-Lee Kean Tat.pdf,P.U.(B)
P.U. (B) 361/2012,NOTICE OF PUBLIC AUCTION UNDER PARAGRAPH 34(2)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121102_P.U. (B) 361_Notis Perlelongan Awam Port Klang.pdf,P.U.(B)
P.U. (B) 360/2012,NOTIFICATION UNDER SECTION 7,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121031_P.U. (B) 360-PEMBERITAHUAN DI BAWAH SEKSYEN 7.pdf,P.U.(B)
P.U. (B) 359/2012,REVOCATION OF APPOINTMENT OF REGISTRAR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121031_P.U. (B) 359.pdf,P.U.(B)
P.U. (B) 358/2012,REVOCATION OF APPOINTMENT OF REGISTRAR GENERAL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121031_P.U. (B) 358.pdf,P.U.(B)
P.U. (B) 357/2012,APPOINTMENT OF DEPUTY REGISTRAR GENERAL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121031_P.U. (B) 357.pdf,P.U.(B)
P.U. (B) 356/2012,APPOINTMENT OF PLACE OF SAFETY,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121031_P.U. (B) 356_2012.pdf,P.U.(B)
P.U. (B) 355/2012,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR  THE SECOND QUARTER OF THE YEAR 2012 (NO. 2) THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121030_P.U. (B) 355_2012.pdf,P.U.(B)
P.U. (B) 354/2012,APPOINTMENT OF MEMBERS OF THE ADVISORY BOARD,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121030_P.U. (B) 354-PELANTIKAN AHLI LEMBAGA PENASIHAT-30 oktober 2012.pdf,P.U.(B)
P.U. (B) 353/2012,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121025_unit I-Roslizam bin Zabar Warta 24 Okt 2012.pdf,P.U.(B)
P.U. (B) 352/2012,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 352-NOTIS PIHAK KETIGA-Eruwun Tueje Rick.pdf,P.U.(B)
P.U. (B) 351/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - SARAWAK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 351-17 Sarawak.pdf,P.U.(B)
P.U. (B) 350/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 350-16  Sabah.pdf,P.U.(B)
P.U. (B) 349/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF LABUAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 349-15  WP Labuan.pdf,P.U.(B)
P.U. (B) 348/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - JOHORE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 348-14  Johor.pdf,P.U.(B)
P.U. (B) 347/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - MELAKA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 347-13  Melaka.pdf,P.U.(B)
P.U. (B) 346/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - NEGERI SEMBILAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 346-12  N Sembilan-pindaan.pdf,P.U.(B)
P.U. (B) 345/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF PUTRAJAYA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 345-11  WP Putrajaya.pdf,P.U.(B)
P.U. (B) 344/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 344-10  WP Kuala Lumpur.pdf,P.U.(B)
P.U. (B) 343/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS -SELANGOR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 343-9  Selangor.pdf,P.U.(B)
P.U. (B) 342/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PAHANG,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 342-8  Pahang.pdf,P.U.(B)
P.U. (B) 341/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PERAK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 341-7  Perak.pdf,P.U.(B)
P.U. (B) 340/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PENANG,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 340-6  Pulau Pinang.pdf,P.U.(B)
P.U. (B) 339/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - TERENGGANU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 339-5  Terengganu.pdf,P.U.(B)
P.U. (B) 338/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - KELANTAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 338-4  Kelantan.pdf,P.U.(B)
P.U. (B) 337/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - KEDAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 337-3  Kedah.pdf,P.U.(B)
P.U. (B) 336/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PERLIS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 336-2  Perlis.pdf,P.U.(B)
P.U. (B) 335/2012,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PARLIAMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121024_P.U. (B) 335.pdf,P.U.(B)
P.U. (B) 334/2012,APPOINTMENT OF LOCK-UP TO BE A PLACE OF CONFINEMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121023_LOKAP IPD BERA.pdf,P.U.(B)
P.U. (B) 333/2012,"NOTICE OF NEGATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF STEEL WIRE RODS ORIGINATING OR EXPORTED FROM CHINESE TAIPEI, THE REPUBLIC OF INDONESIA, THE REPUBLIC OF KOREA, THE PEOPLE’S REPUBLIC OF CHINA AND THE REPUBLIC OF TURKEY",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121023_NOTIS PENENTUAN AWAL NEGATIF (P.U. (B) 333).pdf,P.U.(B)
P.U. (B) 332/2012,"NOTICE OF AFFIRMATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF STEEL WIRE RODS ORIGINATING OR EXPORTED FROM CHINESE TAIPEI, THE REPUBLIC OF INDONESIA, THE REPUBLIC OF KOREA, THE PEOPLE’S REPUBLIC OF CHINA AND THE REPUBLIC   OF TURKEY",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121023_NOTIS PENENTUAN AWAL AFIRMATIF.pdf,P.U.(B)
P.U. (B) 331/2012,APPOINTMENT OF AUTHORIZED OFFICERS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121022_P.U. (B) 331.pdf,P.U.(B)
P.U. (B) 330/2012,APPOINTMENT OF PROTECTORS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121019_Pelanrtikan Pelindung - Akta Kanak-Kanak 2001- 19 10 2012(1).pdf,P.U.(B)
P.U. (B) 329/2012,APPOINTMENT OF PROBATION OFFICERS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121019_P.U. (B) 329-Pelantikan Pegawai Akhlak - Akta Kanak-Kanak 2001- 19 10 2012.pdf,P.U.(B)
P.U. (B) 328/2012,APPOINTMENT OF AUTHORIZED OFFICERS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121019_Pelantikan Peg  Diberi Kuasa- Akta Pusat Jagaan 1993- 18 10 2012.pdf,P.U.(B)
P.U. (B) 327/2012,APPOINTMENT UNDER SUBSECTION 3(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121019_P.U. (B) 327-PELANTIKAN DI BAWAH SUBSEKSYEN 3(1).pdf,P.U.(B)
P.U. (B) 326/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE TIANG DUA  NARCOTICS ADDICTION REHABILITATION CENTRE, MELAKA",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_326 - PUSPEN TIANG DUA MELAKA.pdf,P.U.(B)
P.U. (B) 325/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE SERENDAH NARCOTICS ADDICTION REHABILITATION CENTRE, SELANGOR",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_325 - PUSPEN SERENDAH SELANGOR.pdf,P.U.(B)
P.U. (B) 324/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE SERDANG NARCOTICS ADDICTION REHABILITATION CENTRE, KEDAH",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_324 - PUSPEN SERDANG KEDAH.pdf,P.U.(B)
P.U. (B) 323/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE SEPANG NARCOTICS ADDICTION REHABILITATION CENTRE, SELANGOR",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_323 - PUSPEN SEPANG SELANGOR.pdf,P.U.(B)
P.U. (B) 322/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE RAUB NARCOTICS ADDICTION REHABILITATION CENTRE, PAHANG",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_322 - PUSPEN RAUB PAHANG.pdf,P.U.(B)
P.U. (B) 321/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE PERLOP NARCOTICS ADDICTION REHABILITATION CENTRE, PERAK",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_321 - PUSPEN PERLOP PERAK.pdf,P.U.(B)
P.U. (B) 320/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE PAPAR NARCOTICS ADDICTION REHABILITATION CENTRE, SABAH",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_PUSPEN PAPAR SABAH.pdf,P.U.(B)
P.U. (B) 319/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE KUANTAN NARCOTICS ADDICTION REHABILITATION CENTRE, PAHANG",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_PUSPEN KUANTAN PAHANG.pdf,P.U.(B)
P.U. (B) 318/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE KARANGAN NARCOTICS ADDICTION REHABILITATION CENTRE, KEDAH",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_PUSPEN KARANGAN KEDAH.pdf,P.U.(B)
P.U. (B) 317/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE KARAK NARCOTICS ADDICTION REHABILITATION CENTRE, PAHANG",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_PUSPEN KARAK PAHANG.pdf,P.U.(B)
P.U. (B) 316/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE KANGAR NARCOTICS ADDICTION REHABILITATION CENTRE,PERLIS",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_PUSPEN KANGAR PERLIS.pdf,P.U.(B)
P.U. (B) 315/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE JELI NARCOTICS ADDICTION REHABILITATION CENTRE, KELANTAN",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_315 - PUSPEN JELI KELANTAN.pdf,P.U.(B)
P.U. (B) 314/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE DENGKIL NARCOTICS ADDICTION REHABILITATION CENTRE,SELANGOR",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_314 - PUSPEN DENGKIL SELANGOR.pdf,P.U.(B)
P.U. (B) 313/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE BENTA NARCOTICS ADDICTION REHABILITATION CENTRE, PAHANG",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_313 - PUSPEN BENTA PAHANG.pdf,P.U.(B)
P.U. (B) 312/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE BATU KURAU NARCOTICS ADDICTION REHABILITATION CENTRE, PERAK",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_P.U. (B) 312 - PUSPEN BATU KURAU PERAK.pdf,P.U.(B)
P.U. (B) 311/2012,"APPOINTMENT OF THE BOARD OF VISITORS FOR THE BACHOK NARCOTICS ADDICTION REHABILITATION CENTRE, KELANTAN",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121018_P.U. (B) 311 - PUSPEN BACHOK KELANTAN.pdf,P.U.(B)
P.U. (B) 310/2012,APPOINTMENT OF REGISTRAR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121015_P.U. (B) 310 - Pendaftar OKU - Khatijah- 12 10 2012.pdf,P.U.(B)
P.U. (B) 309/2012,APPOINTMENT OF GOVERNMENT PSYCHIATRIC HOSPITAL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121015_Penetapan Hospital psikiatri Kerajaan 2012.pdf,P.U.(B)
P.U. (B) 308/2012,NOTIFICATION OF THE APPOINTMENT OF INSPECTORS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121004_P.U. (B) 308-PEMBERITAHUAN PELANTIKAN PEMERIKSA.pdf,P.U.(B)
P.U. (B) 307/2012,NOTIFICATION EXEMPTION UNDER SECTION 54,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121002_P.U. (B) 307 - Pemberitahuan Pengecualian Di Bawah Seksyen 54.pdf,P.U.(B)
P.U. (B) 306/2012,DECLARATION OF NON-SMOKING AREA 2012,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121001_Perisytiharan Kaw Larangan Merokok 2012.pdf,P.U.(B)
P.U. (B) 305/2012,NOTIFICATION UNDER SUBSECTION 42(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20120928_P.U. (B) 305_ Akta 670.pdf,P.U.(B)
P.U. (B) 304/2012,PRESCRIPTION OF PRESCRIBED DISTANCE UNDER SECTION 2,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20120927_PENETAPAN JARAK YANG DITETAPKAN DI BAWAH SEKSYEN 2.pdf,P.U.(B)
P.U. (B) 303/2012,APPOINTMENT UNDER SECTION 7,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20120924_P.U. (B) 303 - PELANTIKAN DI BAWAH SEKSYEN 7.pdf,P.U.(B)
P.U. (B) 302/2012,PERIOD OF APPLICATION FOR PLANTING GRANT AND REPLANTING GRANT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20120924_TEMPOH PERMOHONAN BAGI GERAN PENANAMAN DAN GERAN PENANAMAN SEMULA.pdf,P.U.(B)
P.U. (B) 301/2012,NOTICE OF PROPOSED REVOCATION OF RESERVATION OF LAND FOR PUBLIC PURPOSE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20120924_P.U. (A) 311 - PerintahKastam(Nilai-Nilai)MinyakKelapaSawit(39)2012.pdf,P.U.(B)
P.U. (B) 300/2012,COMMISSION OF ENQUIRY ON IMMIGRANTS IN SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20120921_SURUHANJAYA SIASATAN PENDATANG ASING DI SABAH.pdf,P.U.(B)
