Pillar/indicator_ID;Guide_desc
8_4;"The entry asks whether an economy imposes content monitoring requirements. The ‘monitoring
requirement’ mandates that Internet intermediaries actively monitor the users’ activities or
remove or block content that is deemed illegal to avoid legal liability due to such content.
Similar to the user identity requirement, intermediaries are obliged to act as “gatekeepers” of the
Internet, policing their content on behalf of the Government. Monitoring requirements can be
explicit or indirect, such as requiring intermediaries to install software, algorithms, or other
technological tools to detect or manage prohibited content. This responsibility demands
substantial efforts for the intermediaries to monitor anything that is posted, shared or transferred
by the users through the platform, and thereby could incur the cost. For example:
• Georgia requires internet site owners to periodically review links on their sites to ensure
that the linked content does not contain offensive or inappropriate material, and to take
appropriate measures to remove such content;
• Kazakhstan requires online platform providers to enhance content moderation systems
and artificial intelligence algorithms to counter the placement and distribution of illegal
content. The providers shall regularly report on moderation activities and user complaints;
• Lao PDR requires ISPs to be authorized to inspect the activities of their users and warn,
stop or impose discipline. The website owners or website managers should also check
their content thoroughly before allowing others to disseminate the content through their
websites; and
• Nepal mandates social network platform operators to verify the facts of content published
or broadcasted on the platforms."
9;"Pillar 9 deals with requirements on content access, which is somewhat connected to Pillar 8,
Internet intermediary liabilities. Regulations of content access are based on the interest of reducing
illegal content on the Internet. However, heavily regulated content access measures would
increase the costs for intermediaries to operate Internet-related services and the costs of service
interruption. Pillar 9 deals with regulatory measures that stand on an ill-placed balance of these
two competing objectives, as shown in figure 22."
9_1;"This indicator asks whether there have been any instances of blocking or filtering commercial web
content either by a Government or Internet intermediaries as required by the Government:
• ‘Blocking’ means denying access to a certain commercial website in its entirety;
• ‘Filtering’ is limiting access only to certain online content on a given website.
Generally, a Government blocks or filters websites or web content on the grounds of ‘public
morality’ or ‘national security’ in order to prevent or respond to online security threats, such as
malicious network traffic. Limiting content access of commercial websites or web content
based on broadly defined public policy grounds without clear and/or objective criteria constitutes a
substantial burden on businesses and online users because of the uncertainty of regulation and
additional costs in managing their websites. For example:
• Brunei Darussalam bans or requires licensed Internet service providers and online content
providers to use “their best efforts” to ban online content that is against the public interest
or national harmony; and
• Türkiye empowers the authorities to block or remove online content for reasons including
national security, public order, and crime prevention. Social network providers with over
one million daily users must remove or block illegal content within 24 hours of notification
and respond to user complaints within 48 hours. Failure to comply can result in
administrative fines, advertising bans, or bandwidth throttling."
9_2;"This indicator asks whether an economy imposes Internet shutdowns and the presence of Internet
shutdowns occurring in the economy. Internet shutdowns refer to an international disruption of
the Internet or online services to prevent access to information, services and products. The
shutdowns can be implemented in specific parts or areas within the economy. By implementing
this measure, it has a large impact on the possibilities of doing business as well as affecting the
users."
9_3;"The indicator covers requirements for online advertising. The measures could be limitations
affecting online advertising, but exclude general consumer protection measures, such as
prohibitions on misleading or false advertising, and restrictions on specific products and services
(e.g., weapons, drugs, tobacco, alcohol, or medicine) for public health or safety reasons. The
regulation that is silent about the scope of the application of requirements on advertisements can
be considered as also being applied to online advertising, unless it is clear that the rule applies
only to offline advertisements.44 For example:
• The Marshall Islands mandates that advertisements must be published in both Marshallese
and English, with Marshallese appearing first. Such advertisements must acquire approval
from the Customary Law and Language Commission;
• Kazakhstan prohibits advertisements that contain a comparison of the advertised goods
(work and service) with the goods (work and service) of other individuals or legal entities,
as well as statements, images, discrediting their honour, and digital and business
reputation; and
• The Russian Federation requires online advertising distributors, ad placement service
owners, and aggregators of goods and services to allocate at least 5% of their annual
advertising volume to unpaid social advertising, as well as report daily user access and
advertising volumes.
• Uzbekistan prohibits advertisements that show prices in foreign currency."
9_4;"This concerns a licensing scheme applicable to certain online service providers. In this context,
online service providers refer to the following ICPs and applications:
• Social media platforms;
• News providers (e.g., media and broadcast services);
• Virtual Private Network (VPN); and
• Cloud services, etc.
This indicator excludes telecommunication facilities and service providers, which are already
covered by Pillar 5, as well as e-commerce platforms, which are covered by Pillar 12. It asks
whether (a) the ICPs are subjected to licensing requirements to operate their business, and
(b) whether the licensing requirement is considered as a “strict” requirement, in that they
have the potential to block businesses from operating their services. A strict licensing scheme refers to a regime where the conditions for obtaining a license include
requirements that significantly limit market access or competition. Such conditions go beyond
normal regulatory standards and may involve requirements, such as commercial presence
requirements, nationality or residency requirements, excessively high minimum paid-up capital,
and technical or infrastructure requirements that mandate the use of government-approved
systems, local data storage, or proprietary technology, which may be costly or restrictive.
Examples of strict licensing schemes:
• Indonesia requires Internet of Things (IoT) service providers to obtain a license or partner
with a licensed telecom operator. The IoT service providers must implement a unique
addressing system, including but not limited to a local Mobile Station International
Subscriber Directory Number (MSISDN), device end-user ID, or IP number;
• Pakistan requires a license for broadcasting media and distribution services. However,
such a license is prohibited to a person who is not a citizen or a resident in Pakistan, a
foreign company, a company with the major shares owned or controlled by foreign natural
or juristic persons, and any person funded or sponsored by a foreign Government or
organization; and
• Viet Nam requires an aggregate of sites and social networks to be operated by companies
legally established in Viet Nam and meeting technical and operational standards in order
to register for a license from the Ministry of Information and Communication."
10;"Pillar 10 captures non-technical NTMs, including measures other than tariffs or taxes that limit
the importation and exportation of ICT goods and online services from the economies within the
considered United Nations region. These measures, such as bans, quotas and licensing
procedures, could reduce the flow of ICT goods and online services.
Some of such measures are put in place based on the interests of protecting public order,
cybersecurity and national security. For example, import bans on certain applications are designed
to cut off cybersecurity as well as national security threats that they pose to the domestic networks.
Certain export bans prohibit exports of certain ICT products and technologies that the
economies consider to be vital to the interests of their nations. Other measures under this Pillar
are for the purpose of guarding the domestic market against potential foreign market power. For
example, local content requirements imposed on imports push foreign suppliers to acquire
components that are to be built into their products from domestic suppliers. However, these policy
objectives stand in tension, as shown in figure 24."
10_1;"This indicator looks at import bans on ICT goods and online services. It covers bans that
specifically target ICT goods and online services, as well as broader bans affecting multiple goods
or services that include ICT products and online services. "
10_2;"This indicator covers import restrictions, excluding other than import bans and local content
requirements on imports:
• Measures such as import quotas are trade-blocking, limiting the volume of ICT goods or
online services that can be imported;
• Measures such as import licensing schemes and procedures do not necessarily block
imports per se, but discourage the trade in ICT goods. They create additional costs and
delay the import process. For example, in Argentina, non-automatic import licenses for ICT
goods such as machines and apparatuses for the manufacture of semiconductors entail a
more complex import process, in which additional documentation and the intervention of
technical agencies can take place. In Haiti, individuals of foreign nationality involved in
importing are obliged to obtain a license, which must be renewed at the start of every fiscal
year. In Botswana, the Communications Regulatory Authority (BOCRA) is mandated to
approve communications equipment that may be connected, used or operated to
provide broadcasting or telecommunications services in Botswana. Additionally, in
Pakistan, only the Pakistan Television Corporation and other authorities licensed by the
federal government are permitted to import transmission equipment for radio or TV, TV
cameras, digital cameras, and video recorders."
10_3;"This indicator covers ‘local content requirements’ (LCRs), i.e., requirements to use domestically
manufactured goods or domestically supplied services in the production of ICT-related goods
and online services. The LCRs under this Pillar do not include the measures implemented for
public procurement tenders, which are covered by Pillar 2. For example: • Argentina has local content requirements for certain products (such as technical manuals,
packaging and labels) in the production of mobile and cellular radio communication
equipment operating in Tierra del Fuego province;
• Bhutan requires Over-the-Top (OTT) service providers to ensure that at least 60% of their
content is local, promoting culturally and socially relevant material produced within the
economy;
• India requires single-brand retail businesses, including e-commerce with physical stores,
to source at least 30% of the value of their goods from India in order for foreign investors
to own more than 51% of the company.
• Indonesia requires digital TV receivers and protocol set-top-boxes with a minimum local
content requirement of 20% and a gradual increase to 50% within five years."
10_4;"This indicator covers export restrictions on ICT goods and services. These restrictions include
export bans, export licenses and other restrictions limiting the number of goods or services to
be exported. For example:
• Armenia, Georgia, India, Kyrgyzstan and the Republic of Korea require export licenses
for strategic items, including dual-use goods such as computers, telecom equipment, and
information security products;
• Colombia prohibits the export of smartphones, with some exceptions such as mobile
phones that are personal possessions of travelers, among others;
• Hong Kong, China, imposes export permits on radio transmitting apparatus; and
• Thailand requires an export license for radio communication equipment and ancillary
devices."
11;"Pillar 11 covers technical standards and related procedures that can function as a trade restriction
on ICT goods and online services in a digital economy, specifically in the telecommunication
sector. Technical standards ensure the effectiveness of products and consumer safety by setting
out the minimum requirements necessary to ensure the quality of products or services. However,
disparate technical standards and related procedures across the region undermine this
interoperability and thereby discourage digital trade due to higher trade costs and delayed
processes. Adopting technical standards that are internationally recognized as best practices
increases the interoperability of products and services across the region (figure 26)."
11_1;"In developing an open and transparent standards regime, all relevant stakeholders should be able
to engage and provide comments. This indicator asks whether (a) participation from relevant
stakeholders, including foreign businesses, is not allowed or restricted in the standard-setting of
the standards in sectors relevant to digital trade, and (b) whether there are transparent public
consultation or engagement mechanisms exist. Restrictions may include, for example:
• The limit on foreign participation. For example, in Cuba, foreign companies are not allowed
to participate in institutional bodies that establish and regulate trade norms. Egypt requires
that the board of directors of the National Telecommunication Regulatory Authority is
authorized to set standards for telecom equipment without foreign participation; and
• The lack of institutional transparency. This can be found in various forms, such as the
absence of clear consultation processes or the lack of public notification to invite
stakeholder input."
11_2;"This indicator asks whether the self-certification of product safety by suppliers is not allowed.
Certification refers to a process of verifying that imported products meet domestic standards. For
instance, electrical products generally must comply with domestic standards of radio
transmissions, electromagnetic interference (EMI) or electromagnetic compatibility (EMC).47
Economies allow the self-certification of the products to a varying degree. Generally, economies
implement the following measures for self-certification and third-party certification. These
processes result in the issuance of a certificate or declaration of conformity for the imported
products:
• Self-certification through ‘Supplier’s Declaration of Conformity’ (SDoC) ensures
compliance with the prescribed domestic standards;
• Third-party certification from ‘Conformity Assessment Bodies’ (CABs) does away with
the need for local testing of the products to be exported. Generally, economies that are
members of a Mutual Recognition Agreement (MRA), such as the ASEAN MRA for
Electrical and Electronic Equipment (ASEAN EE MRA) and APEC MRA for Conformity
Assessment of Telecommunications Equipment (APEC TEL MRA), maintain reciprocity in
recognizing CABs in their territories (ASEAN, 2012; FCC, 2016)."
11_3;"The indicator asks whether an economy imposes an additional screening or testing requirement
on ICT imports. Additional screening or testing refers to processes where products are required to
undergo further technical tests beyond standard conformity assessments to verify certain aspects
of compliance before they are allowed into the market. The declared justifications for these
requirements are often about national security.48 For example:
• The Gambian standards generally require local testing for electrical products for
certification. Audio and video products such as televisions, LCD panels and similar
apparatus marketed in The Gambia are required to undergo local testing. Audio and video
products are certified only after conformity assessments have been carried out by The
Gambia Standards Bureau (TGSB);
• India requires in-economy security testing on all telecom equipment before sale, import, or
use. Testing must be conducted by those designated by the Telecom Engineering Center
(TEC), and certificates are issued based on their test reports; and
• Sri Lanka requires importers of designated goods, such as primary cells, batteries, and
PVC-insulated non-armoured cables, to submit documentation to Customs and the Sri
Lanka Standards Institution (SLSI) before clearance. Product samples must undergo
testing for conformity with Sri Lankan standards. These products cannot be distributed
without prior approval from the Director General of the SLSI.
"
11_4;"The indicator asks whether an economy adopts encryption standards that deviate from
internationally recognized standards based on the principles in the International Organization for
Standardization (ISO) and International Electrotechnical Commission (IEC) encryption standards. Encryption (or encipherment) is the process of encoding a message or information with an
algorithm by converting original text (known as plaintext or cleartext) to an alternative form
(known as ciphertext).49 Decryption, in turn, is the reverse process of accessing the plain text of
the encrypted message, requiring a password or a ‘private key’. The objective of encryption is to
secure data and prevent data breaches. The encryption strength is based on the key’s length,
block size and design.
To determine whether an economy’s encryption requirements deviate from internationally
recognized standards, the assessment is based on the ISO/IEC standards relevant to encryption,
particularly ISO/IEC 18033 series (encryption systems), 50 and ISO/IEC 11770 series (key
management).
51 Deviations may occur in the following cases, for example:
• Algorithm. The requirement to use encryption algorithms not listed in the encryption
standards, such as the requirement to adopt domestic encryption algorithms. The
ISO/IEC 18033 specifies the recognized algorithms, such as TDEA, MISTY1, CAST-128,
HIGHT, AES, Camellia, and SEED;
• Block size requirements. The requirement to use block sizes below the ISO/IEC 18033
recommended minimums, i.e., lower than 64-bit block cyphers and 128-bit block cyphers;
• Key length. The requirement to use weaker keys than ISO/IEC 18033 recommended,
which are 128 bits or more for symmetric encryption;
• Key management. The requirement to use key management is not listed in the ISO/IEC
11770. The criteria are broad, such as key methods for asymmetric key include RSA-based
key transport, and Elliptic Curve Cryptography (ECC)-based key exchange; and
• Disclosure of proprietary information. The disclosure of trade secrets (e.g., source
code, encryption keys) when certifying encryption products beyond the established
measures under the ISO/IEC validation requirements (ISO 19790 and ISO 24759).
ISO/IEC standards include testing and validation of cryptographic modules, but do not
mandate trade secrets disclosure.
Note that the registration and licensing requirements in order to use, import, or distribute an
encryption device are not considered as a restriction under this indicator if the conditions do not
include issues mentioned above. Instead, such licensing requirements shall be covered under
other pillars, such as pillar 9 and pillar 10."
12;"Pillar 12 captures requirements for online sales and transactions. The steady increase in online
sales and transactions over the years, both in developed and developing economies, reflects
how critical these flows have become for digital trade. Measures surrounding electronic commerce
in the areas of foreign investment, online sales, delivery, licensing requirements, online payment,
de minimis rule, domain names and local presence requirements may limit digital trade as these
are essentials to set up and operate an e-commerce business in the regulating economy.
Furthermore, the lack of legal recognition for electronic communication, signatures and
transactions cuts back digital trust and undermines the interoperability of e-commerce businesses
in the region. Finally, the presence of consumer protection laws in the e-commerce sector
increases consumer trust and, thereby, participation in digital trade by foreign vendors in the
regulating economy."
12_1;"This indicator concerns the maximum foreign equity shares in the specific sector of e-commerce.
Foreign equity shares are shares that foreign natural or legal persons hold in a firm incorporated
in the investee economy. Limitation on foreign equity shares is a direct obstacle for foreign
investors that could induce a higher level of development in the e-commerce sector. For example,
the Philippines bans foreign ownership of retail trade enterprises with paid-up capital of less
than US$ 2.5 million.
In particular, the foreign equity shares under this Pillar do not include the foreign equity shares
in other sectors relevant to digital trade or the telecommunication sector, which are captured in
Pillars 3 and 5, respectively. According to a specific focus on e-commerce, the scoring metric
on State-owned enterprises is not included."
12_2;"The indicator covers direct requirements on online purchases and the requirements on the delivery
of products bought online that affect consumers or retailers. The measures could be:
• Specific limits on the number of goods imported by customers through e-commerce
platforms. For example, Brazilian Customs have established express services with
maximum per-shipment value limits of US$ 3,000 for imports, while in Argentina,
consumers can purchase goods valued at up to US$ 50 per month tax-free, with an annual
tax-free limit of US$ 600. If the monthly purchase total exceeds US$ 50, the consumer
must pay a 50% tax on the value above the US$ 50 threshold;
• Specific limits on the number of goods to purchase through e-commerce platforms; and
• Limitations on the delivery of products bought online applied to the delivery company.
For example, Indonesia prohibits foreign postal operators from operating intercity delivery
services and requires them to cooperate with local delivery service companies for
deliveries at the provincial level; and
• Limitations on the delivery of products bought online applied to the users, such as
restrictions on how, where or when consumers can receive deliveries.
This indicator does not cover measures related to taxation, customs duties, or fees imposed on
online purchases or deliveries. Limitations on online purchases and delivery that are applied
specifically for consumer protection purposes, such as restrictions on alcoholic beverages,
tobacco, and pharmaceuticals, are not considered as a restriction under this indicator. In addition,
measures related to foreign direct investment (such as foreign equity caps, commercial presence
requirements) targeting companies, such as delivery service providers, are excluded from this
indicator and should instead be recorded under the relevant indicators in Pillar 3."
12_3;"The indicator covers any licensing scheme for e-commerce providers, including both business-to-
business (B2B) and business-to-consumer (B2C) platforms. Given the diverse licensing landscape
within the e-commerce sector, this indicator specifically focuses on the license imposed on e-
commerce businesses. Licenses pertaining to other aspects of e-commerce businesses, such as
a license to operate online payment services and delivery, are not captured.
For example:
• Bhutan mandates that a company or a Bhutanese individual aged 18 or older must obtain
a license to operate an e-commerce business. Prior approval from the Department of Trade
is required for those wishing to operate a national e-commerce portal or platform;
• Colombia requires web pages and Internet sites of Colombian origin whose activity is of
a commercial, financial or service nature to be registered in the commercial registry, and
to provide the National Tax and Customs Directorate with information on their economic
transactions;
• The Lao PDR requires e-commerce businesses, both B2B and B2C, that trade through
their platforms or electronic marketplaces to obtain an acknowledgement certificate from
the Ministry of Industry and Commerce. Electronic marketplaces must also be incorporated
entities, obtain an e-commerce business license from the Ministry, and secure a technical
conformity certificate from the Ministry of Technology and Communications; and
• Türkiye requires that e-commerce service providers with annual net transactions of more
than 10 billion Turkish Lira and 100,000 transactions excluding cancellations and returns
are required to obtain a license from the Ministry."
12_4_1;"Requirements to use a local bank account;"
12_4_2;"Requirements on the currency used for international payments;"
12_4_3; National standards for payment security that deviate from international standards
12_4_4;"Licensing requirements with restrictive conditions (such as local incorporation
requirements, nationality restrictions, or limitations on the types or numbers of licenses
that can be obtained);"
12_4_5;"Ceilings on the maximum amount that can be paid by electronic payment methods; "
12_4_6;Requirements mandating the use of specific intermediaries for online payments.
12_4_7;Other requirements
12_5;"The indicator asks whether an economy adopts a threshold for the de minimis rule. The de minimis
rule sets a valuation ceiling for goods below which no duty or tax is charged at the border to ensure
the flow of digital trade. According to the International Chamber of Commerce (ICC)
recommendation of establishing a global baseline of de minimis value, the index calculates the
valuation ceiling based on a US$ 200 threshold (ICC, 2016)."
12_6;"This indicator asks whether an economy imposes customs duties or cross-border duties on
electronic transmission. The electronic transmission could refer to the import and export of digital
products by electronic means.55
Legal mechanisms or regulations allowing for the imposition of such duties, even if current tariff
lines are zero, will be considered. For example, in Indonesia, no customs duties are currently
imposed on electronic transmissions. However, the economy has established regulations, which
classify intangible goods which are delivered via electronic transmission, such as software,
electronic data, and multimedia, under specific HS codes (Heading 99.01) with a 0% duty rate,
indicating a legal framework for such duties exists."
12_7;"The indicator covers requirements on commercial domain names.56 These requirements may have
costs of compliance. They include requirements for companies to have a local domain name to
engage in electronic retail in a certain market, requirements to establish a local presence as
a condition for using a local domain name, and requirements to appoint a local representative.
For example:
• In Brazil, foreign companies aiming at registering a domain must have a representative in
the country to register before the country’s official registry administrator for domain names;
• New Caledonia restricts the registration of “.nc” domains to individuals and legal entities
established in the territory. Individuals must have resided in New Caledonia for at least 6
consecutive months, while legal entities must have a registered office or branch locally.
Moreover, all applicants must appoint an administrative contact based in New Caledonia
who can legally receive judicial or extrajudicial notifications; and
• Viet Nam requires licensed online newspapers, websites, web portals and social
networking sites to use the “.vn” domain name.
All commercial country-code top-level domains (ccTLDs) and their sub-domains are included.
However, the domain names for government agencies, military, educational institutions or other
organizations, namely ‘.gov’, ‘.mil’, ‘.edu’ or ‘.org’, are not listed because they do not focus on
commercial activities."
12_8;"This indicator asks whether an economy imposes local presence requirements on online service
providers. The ‘local presence requirement’ requires companies to have a physical representative
office, local agent, legal representative or a post-box within the economy to provide their services.
This indicator focuses on the requirements that serve as a precondition for foreign companies to
provide online services across borders (Mode 1), without ever establishing a physical office.
This requirement differs from the commercial presence requirement (Mode 3). While the
commercial presence involves establishing a local subsidiary or branch, the local presence
requirement only mandates administrative representation (e.g., an agent or contact point) when
foreign providers deliver services digitally or remotely.57
It is important to note that requirements to maintain a registered office or registered agent,
typically arising under corporate law, they are not considered local presence requirements
recorded under this indicator, as they apply only when a company has already established a legal presence (Mode 3). This means the requirements are not preconditions for cross-border online
service provisions (Mode 1). In other words, this indicator only counts rules that require a foreign
online service provider to have a local contact point as a condition for providing services remotely,
even without having a physical office.
When both local presence and commercial presence requirements are imposed under the same
law (e.g., a law requires a foreign provider to register as a legal entity and appoint a local
representative), the measure should be classified as a commercial presence requirement because
the establishment of a local entity is the stronger obligation. The appointment of a representative
is inherent once a company establishes itself locally.
For example:
• Indonesia requires Private Electronic System Operators (ESOs) to register their
businesses at the relevant ministry. The ESOs should appoint liaison officers who have a
domicile in Indonesia to facilitate any access request by the government authorities;
• The Republic of Korea requires foreign IT service providers without a physical office in the
economy to designate a local agent responsible for data privacy compliance; and
• Türkiye requires foreign-based social network providers whose platforms are accessed from
within Türkiye more than one million times a day to appoint a real or legal person
representative locally."
12_9;"This indicator asks whether an economy has adopted an online consumer protection legal
framework. The domestic laws of consumer protection need not be specific to e-commerce.
A law that applies to transactions across sectors for the purpose of protecting consumers can
extend to e-commerce transactions under its umbrella. The consumer protection law applicable to
online purchases can be found within the same protection provided to offline transactions or in a
separate regulation."
12_10;"The indicator asks whether an economy has signed and ratified the United Nations Convention on
the Use of Electronic Communications in International Contracts (2005) (the Electronic
Communications Convention). The Electronic Communications Convention is a binding treaty
which requires member economies to recognize the legal validity and enforceability of
electronically concluded contracts and other communications exchanged electronically
(UNCITRAL, 2018c)"
12_11;"The indicator asks whether an economy has adopted the UNCITRAL Model Law on Electronic
Commerce (1996) (MLEC). The MLEC is a model law on which an economy may base its
legislation fully or in part. The MLEC establishes rules for the formation and validity of contracts
concluded by electronic means, attribution of data messages, acknowledgement of receipt, and
determining the time and place of dispatch and receipt of data messages"
12_12;"The indicator asks whether an economy has adopted the UNCITRAL Model Law on Electronic
Signature (2001) (MLES). Similar to the MLEC, the MLES is a model law on which an economy
may base its legislation fully or in part. The MLES establishes criteria of technical reliability for
the equivalence between electronic and hand-written signatures as well as basic rules of conduct
that may serve as guidelines for assessing duties and liabilities for the signatory, the relying party
and trusted third parties intervening in the signature process "
12_13;"This indicator asks whether an economy has adopted the UNCITRAL Model Law on Electronic
Transferable Records (MLETR) (2017). The MLETR is a model law on which an economy may base
its legislation fully or in part. The MLETR ensures functionally equivalent to transferable documents
or instruments. Transferable documents or instruments are paper-based documents or instruments
that entitle the holder to claim an obligation and transfer that claim by handing over the document.
Examples typically include bills of lading, bills of exchange, promissory notes and warehouse
receipts"
